channel,duration,meter_id,quality,timestamp,value
10,0,5829034716,1,20250123,4255
1,0,7961042385,1,20250124,45221
10,0,4085721963,1,20250123,803
9,0,2358709146,1,20250123,30219
1,0,6902137548,1,20250124,94517
1,0,8435102679,1,20250122,96212
1,0,1275948036,1,20250123,62
1,0,5198073462,1,20250123,86278
1,0,7842631095,1,20250122,27846
10,0,3501924871,1,20250123,19140
1,0,6984752170,1,20250122,48103
1,0,9021835746,1,20250124,916
1,0,4367280195,1,20250123,61650
1,0,2189403571,1,20250123,28407
3,0,5738149260,1,20250122,98997
1,0,8046297138,1,20250124,70430
1,0,3528071964,1,20250123,73899
1,0,6901482735,1,20250124,7507
1,0,9475028190,1,20250122,591273
10,0,1284690574,1,20250122,7959
10,0,5802479136,1,20250122,837
1,0,7319058460,1,20250124,41847
1,0,4065921789,1,20250124,35565
1,0,2691847053,1,20250123,72593
1,0,8674920135,1,20250122,20778
1,0,1453029768,1,20250122,48592
1,0,5947831092,1,20250123,90063
1,0,8732054129,1,20250124,9976
10,0,3289174560,1,20250124,28
1,0,7601843295,1,20250122,93907
1,0,9158702463,1,20250123,14654
1,0,4073168259,1,20250122,60260
1,0,2540679183,1,20250123,10447
3,0,6305982174,1,20250123,99865
1,0,8427915360,1,20250123,12706
10,0,1385074269,1,20250124,9847
1,0,5026819731,1,20250123,65506
1,0,7840512639,1,20250124,32327
10,0,3691254807,1,20250122,3560
1,0,6902874351,1,20250122,96438
10,0,9304518726,1,20250122,4278
1,0,5173928640,1,20250123,3005
10,0,7620481395,1,20250122,4422
1,0,4059782164,1,20250123,43552
1,0,2846135907,1,20250122,24710
1,0,6782034169,1,20250123,66102
1,0,8945701283,1,20250122,77205
1,0,1462985709,1,20250123,2405
1,0,5918742068,3,20250122,35043
1,0,8234610975,1,20250122,16519
1,0,3795402681,1,20250122,31438
3,0,7450836129,1,20250124,88445
1,0,9187254035,1,20250122,23125
1,0,4068721397,1,20250122,65648
1,0,2740169530,1,20250123,6293
1,0,6384792051,1,20250122,45296
1,0,8571209364,1,20250122,86487
1,0,1395082746,1,20250124,120794
1,0,5204796813,1,20250122,88567
10,0,7930254178,1,20250124,4770
3,0,3526408719,1,20250122,90407
1,0,6809415273,1,20250122,6238
1,0,9302158764,1,20250122,59726
3,0,5148632719,1,20250123,28366
10,0,7684521093,1,20250124,7543
1,0,4025978165,1,20250122,41743
10,0,2891756403,1,20250124,1962
1,0,6748231058,1,20250123,31279
1,0,8954106273,1,20250123,44672
1,0,1475203896,1,20250122,31623
1,0,5982174031,1,20250124,12247
10,0,8214395760,1,20250124,5659
1,0,3715982049,1,20250122,29417
1,0,7520841368,1,20250123,74051
1,0,4839201574,1,20250122,17307
1,0,7291048653,1,20250124,39542
1,0,582193740,1,20250123,8710
1,0,9348752061,1,20250123,11270
1,0,6721304908,1,20250123,74884
1,0,1482937562,1,20250123,95906
1,0,5903842179,1,20250123,82618
10,0,8031275461,1,20250123,7166
1,0,4178629305,1,20250123,31119
10,0,2967034817,1,20250124,9442
13,0,8517294036,1,20250123,21708
1,0,349821759,1,20250123,85467
1,0,1204983726,1,20250124,18305
1,0,9872104563,1,20250124,7606
1,0,5630194872,1,20250124,83054
1,0,2049375819,1,20250122,536157
1,0,7590428130,1,20250124,87715
1,0,3186297405,1,20250122,85601
1,0,6427103981,1,20250123,20287
1,0,8752049163,1,20250124,31021
1,0,1095832478,1,20250124,21261
1,0,5067283941,1,20250122,29167
10,0,7824519036,1,20250123,5769
1,0,4398127590,1,20250123,17017
10,0,2603984175,1,20250124,1329
1,0,5984071234,1,20250123,48832
1,0,8472310956,1,20250123,45456
1,0,3217849073,1,20250123,2083
1,0,9650281472,1,20250123,12134
1,0,7039164285,1,20250123,54962
1,0,8562407913,1,20250123,11153
1,0,4125879360,1,20250124,26258
1,0,2478305698,1,20250122,85067
10,0,6719024831,1,20250124,475
1,0,9341562078,1,20250122,25098
1,0,5829034716,1,20250124,5620
11,0,7961042385,1,20250122,1132
3,0,4085721963,1,20250124,63434
1,0,2358709146,1,20250122,91522
10,0,6902137548,1,20250123,7406
1,0,8435102679,1,20250122,85823
1,0,1275948036,1,20250122,5322
10,0,5198073462,1,20250124,4446
10,0,7842631095,1,20250123,5709
1,0,3501924871,1,20250123,27777
1,0,6984752170,1,20250124,85154
1,0,9021835746,1,20250124,98841
1,0,4367280195,1,20250122,58433
1,0,2189403571,1,20250124,29572
10,0,5738149260,1,20250122,8173
1,0,8046297138,1,20250123,1269
10,0,3528071964,1,20250123,438
1,0,6901482735,1,20250122,0
1,0,9475028190,1,20250122,28298
1,0,1284690574,1,20250123,69123
1,0,5802479136,1,20250123,705
1,0,7319058460,1,20250122,41835
1,0,4065921789,1,20250123,71140
1,0,2691847053,1,20250124,48469
3,0,8674920135,1,20250124,93635
1,0,1453029768,1,20250124,47020
1,0,5947831092,1,20250122,16753
10,0,8732054129,1,20250122,4937
10,0,3289174560,1,20250122,7762
1,0,7601843295,1,20250122,229775
1,0,9158702463,1,20250123,31462
10,0,4073168259,1,20250123,5938
1,0,2540679183,1,20250124,62435
1,0,6305982174,1,20250122,55648
3,0,8427915360,1,20250123,14926
1,0,1385074269,1,20250124,59138
1,0,5026819731,1,20250122,35856
1,0,7840512639,1,20250123,13449
1,0,3691254807,1,20250124,82398
1,0,6902874351,1,20250124,36431
10,0,9304518726,1,20250122,619
10,0,5173928640,1,20250124,3377
10,0,7620481395,1,20250123,2795
1,0,4059782164,1,20250122,680
1,0,2846135907,1,20250124,33367
10,0,6782034169,1,20250124,7525
10,0,8945701283,1,20250123,5601
1,0,1462985709,1,20250122,95824
10,0,5918742068,1,20250122,6561
1,0,8234610975,1,20250122,9618
1,0,3795402681,1,20250122,10837
1,0,7450836129,1,20250123,91306
1,0,9187254035,1,20250123,14850
10,0,4068721397,1,20250123,990
1,0,2740169530,1,20250123,21400
1,0,6384792051,1,20250123,59537
1,0,8571209364,1,20250122,24975
1,0,1395082746,1,20250122,16307
1,0,5204796813,1,20250122,88359
1,0,7930254178,1,20250124,66899
10,0,3526408719,1,20250123,1359
10,0,6809415273,1,20250123,2454
1,0,9302158764,1,20250123,16336
1,0,5148632719,1,20250124,59205
3,0,7684521093,1,20250123,55248
1,0,4025978165,1,20250122,4685
1,0,2891756403,1,20250122,76511
3,0,6748231058,1,20250122,19958
1,0,8954106273,1,20250124,45248
1,0,1475203896,1,20250122,89224
1,0,5982174031,1,20250124,5723
1,0,8214395760,1,20250124,64979
10,0,3715982049,1,20250124,9870
10,0,7520841368,1,20250122,1035
1,0,9173028461,1,20250124,77822
1,0,4086519725,1,20250124,85367
1,0,2679105438,1,20250122,48334
1,0,6417820935,1,20250123,24028
3,0,8591402761,1,20250122,0
10,0,1347295860,1,20250122,3163
1,0,5076198427,1,20250123,61817
10,0,7820645139,1,20250124,4871
1,0,3640925781,1,20250122,97118
1,0,6958214073,1,20250122,6518
10,0,9364710285,1,20250122,2099
10,0,5268047193,1,20250122,2201
1,0,7639814260,1,20250122,77024
7,0,4135289762,1,20250122,149211
1,0,2957084619,1,20250122,90823
1,0,6724398025,1,20250124,46504
3,0,8982103471,1,20250123,93940
1,0,1508732429,1,20250122,235
1,0,5990287134,1,20250124,70784
1,0,8261704950,1,20250122,625
1,0,3875924018,1,20250122,58078
1,0,7489031625,1,20250123,25769
1,0,9148705280,1,20250123,90009
10,0,4105867293,1,20250124,7366
1,0,2794631057,1,20250122,139
1,0,6394578271,1,20250123,9246
10,0,8527130946,1,20250123,7437
1,0,1419572068,1,20250123,55053
1,0,5037289641,1,20250123,77372
10,0,7890642175,1,20250123,423
1,0,3604927816,1,20250123,33006
1,0,6924750183,1,20250124,80817
1,0,9348025671,1,20250122,18473
1,0,5829413067,1,20250122,49094
11,0,7419658203,1,20250123,315
1,0,6903715842,1,20250122,941676
1,0,9284167053,1,20250123,98207
1,0,1048652793,1,20250123,271
1,0,8157396024,1,20250124,94167
1,0,5726904318,1,20250123,66396
1,0,6498025731,1,20250122,55616
1,0,7031958462,1,20250123,97762
10,0,8642095731,1,20250123,4814
10,0,4928056713,1,20250123,5439
1,0,5814307692,1,20250122,44420
1,0,7401982653,1,20250124,1730
10,0,9137406285,1,20250122,7716
1,0,4839201574,1,20250122,48616
1,0,7291048653,1,20250122,42617
1,0,582193740,1,20250122,49062
10,0,9348752061,1,20250123,7495
10,0,6721304908,53,20250130,4898
1,0,1482937562,1,20250122,23404
10,0,5903842179,1,20250122,4072
1,0,8031275461,1,20250124,47202
1,0,4178629305,1,20250124,49297
1,0,2967034817,1,20250124,33384
10,0,8517294036,1,20250123,5412
1,0,349821759,1,20250124,1586
1,0,1204983726,1,20250123,63637
1,0,9872104563,1,20250123,64031
11,0,5630194872,1,20250122,4795
3,0,2049375819,1,20250123,3723
1,0,7590428130,1,20250122,46789
10,0,3186297405,1,20250122,0
10,0,6427103981,1,20250124,412
1,0,8752049163,1,20250124,93512
10,0,1095832478,1,20250122,2685
1,0,5067283941,1,20250122,19346
9,0,7824519036,1,20250122,9975
1,0,4398127590,1,20250122,23642
10,0,2603984175,1,20250122,70892
1,0,5984071234,1,20250124,12874
10,0,8472310956,1,20250123,4943
1,0,3217849073,1,20250123,31639
1,0,9650281472,1,20250124,98924
3,0,7039164285,1,20250122,80117
1,0,8562407913,1,20250124,82157
1,0,4125879360,1,20250124,26297
10,0,2478305698,1,20250123,8614
1,0,6719024831,1,20250122,75529
1,0,9341562078,1,20250124,7084
1,0,5829034716,1,20250124,6047
1,0,7961042385,1,20250123,14008
1,0,4085721963,1,20250122,11349
1,0,2358709146,1,20250123,37648
8,0,6902137548,1,20250123,72108
1,0,8435102679,1,20250122,71600
1,0,1275948036,1,20250122,93704
1,0,5198073462,1,20250122,67178
1,0,7842631095,1,20250122,59390
1,0,3501924871,1,20250124,95088
1,0,6984752170,1,20250123,48116
11,0,9021835746,1,20250122,558
10,0,4367280195,1,20250122,613
10,0,2189403571,1,20250123,6766
1,0,5738149260,1,20250123,77372
11,0,8046297138,1,20250124,236
1,0,3528071964,1,20250124,77867
1,0,6901482735,1,20250124,451
1,0,9475028190,1,20250124,7415
1,0,1284690574,1,20250122,11274
1,0,5802479136,1,20250123,34196
11,0,7319058460,1,20250124,162
1,0,4065921789,1,20250124,80718
1,0,2691847053,1,20250123,78671
1,0,8674920135,1,20250122,26543
1,0,1453029768,1,20250122,5561
1,0,5947831092,1,20250122,76417
1,0,8732054129,1,20250124,36480
1,0,3289174560,1,20250123,99477
1,0,7601843295,1,20250122,8378
1,0,9158702463,1,20250122,370930
1,0,4073168259,1,20250124,12863
10,0,2540679183,1,20250122,9596
1,0,6305982174,1,20250124,48021
1,0,8427915360,1,20250123,75571
1,0,1385074269,1,20250122,21800
1,0,5026819731,1,20250123,54225
11,0,7840512639,1,20250124,2102
1,0,3691254807,1,20250124,52959
1,0,6902874351,1,20250123,25323
1,0,9304518726,1,20250124,88633
1,0,5173928640,1,20250123,65693
10,0,7620481395,1,20250122,4169
1,0,4059782164,1,20250124,45629
1,0,2846135907,1,20250124,60293
11,0,6782034169,1,20250122,3449
1,0,8945701283,1,20250124,96738
1,0,1462985709,1,20250123,43731
1,0,5918742068,1,20250122,36704
3,0,8234610975,1,20250122,97050
10,0,3795402681,1,20250123,298
1,0,7450836129,1,20250122,1427
1,0,9187254035,1,20250122,35532
10,0,4068721397,1,20250123,7755
1,0,2740169530,1,20250124,47926
10,0,6384792051,1,20250122,4037
3,0,8571209364,1,20250123,95035
1,0,1395082746,1,20250124,10332
1,0,5204796813,1,20250124,7452
10,0,7930254178,1,20250124,4504
1,0,3526408719,1,20250122,2775
1,0,6809415273,1,20250123,7017
10,0,9302158764,1,20250123,3741
7,0,5148632719,1,20250122,44506
1,0,7684521093,1,20250124,99735
10,0,4025978165,1,20250122,8473
1,0,2891756403,1,20250124,33738
1,0,6748231058,1,20250123,24801
1,0,8954106273,1,20250124,83257
1,0,1475203896,1,20250123,40595
1,0,5982174031,1,20250124,89750
1,0,8214395760,1,20250123,21235
1,0,3715982049,1,20250123,11765
1,0,7520841368,1,20250123,97832
1,0,9173028461,1,20250123,34987
1,0,4086519725,1,20250124,2573
1,0,2679105438,1,20250124,102634
3,0,6417820935,1,20250123,22839
1,0,8591402761,1,20250123,20097
10,0,1347295860,1,20250122,68043
10,0,5076198427,1,20250123,2215
1,0,7820645139,1,20250122,40514
1,0,3640925781,1,20250122,43556
3,0,6958214073,1,20250122,96210
1,0,9364710285,1,20250124,39468
1,0,5268047193,1,20250123,191381
1,0,7639814260,1,20250122,12948
1,0,4135289762,1,20250124,96946
1,0,2957084619,1,20250123,57302
1,0,6724398025,1,20250122,88368
1,0,8982103471,1,20250123,13684
1,0,1508732429,1,20250122,1427
1,0,5990287134,1,20250123,684723
1,0,8261704950,1,20250124,39991
1,0,3875924018,1,20250122,28288
10,0,7489031625,1,20250123,9906
1,0,9148705280,1,20250123,98432
1,0,4105867293,1,20250122,13679
1,0,2794631057,1,20250123,73925
1,0,6394578271,1,20250123,7274
1,0,8527130946,1,20250124,14828
10,0,1419572068,1,20250124,2926
1,0,5037289641,1,20250122,53579
1,0,7890642175,1,20250122,33338
10,0,3604927816,1,20250123,7097
1,0,6924750183,1,20250122,19906
1,0,9348025671,1,20250124,86282
1,0,5829413067,1,20250123,94952
1,0,7419658203,1,20250122,94247
1,0,6903715842,1,20250122,193690
1,0,9284167053,1,20250124,71506
1,0,1048652793,1,20250122,55734
10,0,8157396024,1,20250124,6912
1,0,5726904318,1,20250123,91792
1,0,6498025731,1,20250122,19495
1,0,7031958462,4,20250122,62159
10,0,8642095731,1,20250123,14703
1,0,4928056713,1,20250123,9408
10,0,5814307692,1,20250123,3542
1,0,7401982653,1,20250124,52006
1,0,9137406285,1,20250122,6688
1,0,4839201574,1,20250124,4636
1,0,7291048653,1,20250122,8471
1,0,582193740,1,20250122,96741
10,0,9348752061,1,20250122,20719
1,0,6721304908,1,20250124,37994
1,0,1482937562,1,20250122,29590
10,0,5903842179,1,20250122,2471
10,0,8031275461,1,20250124,5476
1,0,4178629305,1,20250123,54701
1,0,2967034817,1,20250124,19357
1,0,8517294036,1,20250122,34091
1,0,349821759,1,20250122,49679
10,0,1204983726,1,20250123,1155
1,0,9872104563,1,20250122,36488
1,0,5630194872,1,20250122,53926
1,0,2049375819,1,20250124,35745
1,0,7590428130,1,20250124,47866
1,0,3186297405,1,20250123,53132
1,0,6427103981,1,20250123,60822
10,0,8752049163,1,20250124,245
1,0,1095832478,1,20250124,37058
10,0,5067283941,1,20250123,18
1,0,7824519036,1,20250124,69464
1,0,4398127590,1,20250124,46654
10,0,2603984175,1,20250122,1415
1,0,5984071234,1,20250124,26539
1,0,8472310956,1,20250124,81207
11,0,3217849073,1,20250122,135
3,0,9650281472,1,20250124,97819
1,0,7039164285,1,20250123,40808
1,0,8562407913,1,20250123,6445
10,0,4125879360,1,20250124,2994
1,0,2478305698,1,20250123,52049
1,0,6719024831,1,20250123,772
1,0,9341562078,1,20250124,24749
1,0,5829034716,1,20250123,93
10,0,7961042385,1,20250122,5437
1,0,4085721963,1,20250124,17037
1,0,2358709146,1,20250123,61648
1,0,6902137548,1,20250124,14184
1,0,8435102679,1,20250123,13204
1,0,1275948036,1,20250123,90298
1,0,5198073462,1,20250123,87641
1,0,7842631095,1,20250123,2093
10,0,3501924871,1,20250123,5017
11,0,6984752170,1,20250122,1309
